memType,storyIx,sentIx,sent,majorBin,expectedBin,eventOrNot
recalled,3,9,If I moved the hose a little he would follow to stay in the stream.,0.25,0.125,0.375
recalled,3,15,I started to realize that day can friends come in all shapes and sizes.,0.25,0.0,0.25
retold,2,3,I saw a hummingbird at the corner of my eye.,0.625,0.25,0.875
retold,2,6,The hummingbird loved this.,0.25,0.125,0.375
retold,2,7,He/She darted in and out of the stream of water.,0.5,0.0,0.5
retold,2,8,"It was no afraid of me, it liked the water.",0.25,0.0,0.25
imagined,2,0,"About twelve weeks ago, my husband and I decided to head down to Miami.",0.875,0.75,1.0
imagined,2,1,I wanted to see my sister and surprise her on her birthday.,0.5,0.125,0.625
imagined,2,3,"Because the family is kind of spread out around the country, we don't get to see each other as often as we would like.",0.25,0.125,0.375
imagined,2,9,I don't think I've ever seen my sister so surprised or happy when we all yelled Surprise and turned on the lights when she opened the door.,0.5,0.25,0.625
recalled,3,0,In April I traveled with my husband to Miami to visit my niece and family.,0.75,0.5,0.875
recalled,3,1,We celebrated my sister's 74 birthday.,0.375,0.25,0.5
recalled,3,4,We toured a lighthouse.,0.375,0.25,0.625
recalled,3,6,We also played with a two year old and found out that another one is on the way.,0.625,0.25,0.875
recalled,3,8,We had a low country boil in honor of my sister's birthday.,0.25,0.125,0.375
recalled,3,11,The traffic was bad coming home.,0.375,0.25,0.625
recalled,3,15,Or maybe we should plan a trip for Dec. when the new baby is born.,0.375,0.0,0.375
retold,1,2,"We arrived right at lunchtime, but my sister and husband hadn't gotten there yet.",0.375,0.25,0.625
retold,1,5,"Once my sister (C) arrived we started to have lunch, but not before N took her mother's sandwich and hid it.",0.625,0.0,0.625
retold,1,6,She made C find it in the oven which was her way of telling her mom and dad that a new grandchild was on the way.,0.625,0.0,0.625
retold,1,7,Later we found out that N's husband (J) was working his last day for the major department store he worked for.,0.5,0.25,0.75
retold,1,8,They were restructuring and he was being laid off.,0.375,0.0,0.375
retold,1,9,But they weren't too concerned about that.,0.25,0.125,0.375
retold,1,11,On Sat.,0.125,0.0,0.125
retold,1,16,On Monday it was discovered that the septic system was having an issue.,0.625,0.125,0.75
retold,1,17,J called someone and we all took off for a little place that sold the best cinnamon rolls I have ever had.,0.5,0.25,0.625
imagined,3,0,The most unexpected thing happened to me about 3 months ago.,0.75,0.125,0.75
imagined,3,1,I've been so busy since then that I'm just now writing about it.,0.125,0.0,0.125
imagined,3,2,I'm such a procrastinator!,0.125,0.0,0.125
imagined,3,3,"My best friend and I were on our way to see my favorite band, Highly Suspect, perform at the Amphitheater when I heard my phone ringing from the depths of my purse.",0.75,0.5,1.0
imagined,3,6,"It was an automated call from the local rock station I listen to religiously on my way to and from work, telling me I had won a trip to Las Vegas.",0.75,0.25,0.875
imagined,3,8,"I had totally forgotten about it because I never win anything, even though I check the page daily for new contests.",0.25,0.0,0.25
imagined,3,10,I almost thought it wasn't real.,0.125,0.0,0.125
imagined,3,11,The lady who answered the phone assured me that if I had gotten the automated call I had definitely won the trip.,0.375,0.125,0.5
imagined,3,12,"She got real quiet and said she needed to check something, so she put me on hold.",0.25,0.0,0.25
imagined,3,13,"When she came back on the line it was with the most awesome, unexpected news!",0.75,0.0,0.75
imagined,3,14,I had actually won a trip to Mexico.,0.875,0.125,0.875
imagined,3,16,It was the most amazing trip and I will forever remember it!,0.25,0.125,0.25
recalled,2,0,I had finished work for the day and I was driving to a concert that was approximately 2 hours away.,0.75,0.625,1.0
recalled,2,1,I was very excited as I was going to see my favorite singer with one of my closest friends I do not see often.,0.375,0.25,0.5
recalled,2,4,He told me that his mom heard my name on the radio and that I won a trip to Las Vegas.,0.625,0.0,0.625
recalled,2,5,I had 10 minutes to call in and claim the trip.,0.375,0.125,0.375
recalled,2,6,"I called in and to my surprise, I won a trip for two to Mexico.",0.75,0.125,0.75
recalled,2,8,I was extremely excited as I won a trip and was seeing my favorite singer all in the same day.,0.25,0.0,0.25
recalled,2,11,"That was easy, my girlfriend.",0.125,0.0,0.125
recalled,2,12,We hadn't been dating that long but I knew she was the perfect choice.,0.125,0.0,0.125
recalled,2,13,The concert was a blast as was the trip to Mexico.,0.25,0.125,0.25
retold,1,0,The event was a concert.,0.75,0.5,0.75
retold,1,3,My spouse was home with the kids.,0.25,0.125,0.375
retold,1,5,Then it happened.,0.625,0.0,0.625
retold,1,6,I got a call.,0.5,0.125,0.625
retold,1,7,It was a friend of mine saying that they heard my name on the radio and I had 15 mins to call to claim my prize.,0.75,0.0,0.75
retold,1,10,They say i did not win?,0.25,0.0,0.25
retold,1,11,"But sure enough, I was the winner.",0.5,0.125,0.625
retold,1,12,It was a 4 day 3 night free trip with airfare to Las Vegas.,0.625,0.0,0.625
retold,1,13,Both me and my spouse love Vegas.,0.125,0.0,0.125
retold,1,14,"We enjoy the people watching, lights, hot weather, and gambling (even though we never win).",0.25,0.125,0.25
imagined,2,0,"About 6 months ago, I decided to learn more about the art of food foraging and how it could be beneficial to me.",1.0,0.5,1.0
imagined,2,3,I was intrigued by just how many wild foods there were out there available for us to eat.,0.375,0.0,0.375
imagined,2,5,"After a week of doing extensive research, I decided to go on a hunt and see exactly what I could find.",0.75,0.5,1.0
imagined,2,7,"As I walked through the woods, I stumbled upon things I had not recognized from my research, so I had to use my best judgement about whether or not this was something that could be edible.",0.75,0.375,0.875
imagined,2,11,This was turning out to be quite the interesting adventure.,0.25,0.125,0.375
imagined,2,12,I heard a rustling noise behind me so I abruptly looked over my shoulder and realized that I had entered someone else's territory.,0.875,0.125,1.0
imagined,2,13,"Instead of seeing a person like I expected, I saw a beautiful deer standing behind me.",0.75,0.25,0.875
imagined,2,15,"At that moment, I thought to myself, people and animals aren't all that different.",0.375,0.125,0.375
recalled,3,0,About 6 months ago I learned how to forage for food.,1.0,0.375,1.0
recalled,3,1,It has been an eye opening experience.,0.25,0.125,0.375
recalled,3,3,It is kind of shocking to learn that there is so much plenty all around and yet we live in deprivation.,0.5,0.125,0.5
recalled,3,4,I learned about it after I watched a video on it.,0.75,0.375,0.875
recalled,3,5,It really opened my eyes and showed me something new.,0.375,0.125,0.5
recalled,3,7,There is lots of food in the local parks in big cities.,0.375,0.25,0.5
recalled,3,9,Things we call 'weeds' are actually nutritious and delicious plants.,0.5,0.125,0.5
recalled,3,10,I have grown alot since I woke up to all this.,0.375,0.25,0.5
retold,1,0,I have stumbled across something new to me lately.,0.875,0.375,0.875
retold,1,1,Foraging for food in the landscape around me is a real thing and I can do it.,0.375,0.125,0.5
retold,1,7,"After I was confident that I could identify the plant, I ate a couple of leaves just to test out the effects of it.",0.5,0.25,0.75
retold,1,11,Now I can identify many plants in my area.,0.5,0.375,0.625
retold,1,13,This has given me a food source other than buying food from the grocery.,0.375,0.25,0.5
retold,1,15,I am very glad to have stumbled upon this field of knowledge.,0.125,0.0,0.125
imagined,3,0,"A month ago, I went on a hiking adventure in 2019.",0.875,0.5,0.875
imagined,3,1,I went with several family member.,0.25,0.125,0.25
imagined,3,3,It was a fun experience.,0.125,0.0,0.125
imagined,3,7,It was a big adventure.,0.25,0.0,0.25
imagined,3,8,There was a panic at one point.,0.5,0.125,0.625
imagined,3,9,My brother slipped in the middle of the hike.,0.375,0.25,0.5
imagined,3,13,We celebrated with a big picnic.,0.75,0.375,0.875
imagined,3,14,It was a feast of some chicken and apple pies.,0.25,0.125,0.25
recalled,2,0,"July 14, 2019On the morning of July 14th myself, my husband, my brother, my niece and my sister and her husband all decided to hike to the top of Mt.",0.75,0.0,0.75
recalled,2,6,Although it was very hard because it was up hill the whole way I made it to the top.,0.5,0.25,0.5
recalled,2,7,Two of our party did not make it to the top but tried their best.,0.25,0.125,0.375
recalled,2,14,I really enjoyed our hiking expeirence although it was very taxing.,0.25,0.125,0.25
recalled,2,15,I would love to try again in the future and see if we can make it to the top faster the next time.,0.125,0.0,0.125
retold,1,0,A couple summers ago my family and I took a trip to the Smoky Mountains.,0.875,0.125,0.875
retold,1,2,Leconte via Alum Trail.,0.125,0.0,0.125
retold,1,8,Fast foward two years later.,0.125,0.0,0.125
retold,1,10,My hiking companions this time are the same minus my daughter.,0.25,0.0,0.25
retold,1,12,The path is much more strenuous this time and by the time we make it to Alum cave we are wiped but determined to continue.,0.375,0.25,0.625
retold,1,15,As they continue it becomes to strenous for my brother and he has to abandon the hike.,0.375,0.25,0.625
retold,1,18,As we round the last bend in the trail and see the top we are overjoyed!,0.75,0.375,0.75
retold,1,19,We made it!,0.5,0.25,0.5
retold,1,24,We have decided to return in a couple years and see if we can all make it to the top.,0.25,0.125,0.25
imagined,1,0,It's been three months since my family and I went on a cruise.,0.625,0.25,0.625
imagined,1,1,We had a wonderful time!,0.25,0.125,0.25
imagined,1,3,We made so many happy memories!,0.375,0.125,0.5
imagined,1,4,It wasn't all fun and games though.,0.5,0.25,0.5
imagined,1,5,There were a few things that almost ruined our vacation.,0.75,0.25,0.875
imagined,1,6,My aunt had her room broken into and someone stole most of the jewelry that she had put on the counter in the bathroom.,1.0,0.25,1.0
imagined,1,7,"At first it didn't seem like the 'boat police' were doing anything to help, but it was only a few hours before they caught the man that had broken in.",0.625,0.25,0.625
imagined,1,8,My aunt got her jewelry back and when we got to the port they put the man off the boat.,0.375,0.125,0.375
imagined,1,10,My aunt even led the conga line around the deck after dinner.,0.875,0.125,0.875
imagined,1,12,The cruise ship was really nice to us after that and they even upgraded our rooms for us.,0.5,0.125,0.625
imagined,1,13,They moved us into a few of their family suites that were unoccupied.,0.625,0.125,0.625
imagined,1,14,It really was great!,0.125,0.0,0.125
recalled,3,0,About three months ago I went on a family vacation.,0.75,0.0,0.75
recalled,3,8,"Our niece also turned 13 on the cruise, and for her birthday my husband and I took her bowling on the boat.",0.625,0.125,0.75
recalled,3,11,There were a lot of downsides to the cruise.,0.375,0.0,0.375
recalled,3,12,"Things like the oppressive heat, bad food, etc.",0.625,0.125,0.75
recalled,3,13,contributed to a somewhat negative experience.,0.125,0.0,0.125
recalled,3,14,"However, many positive things will help to keep the memory happy.",0.375,0.125,0.5
retold,2,0,I went on a Mediterranean cruise with family.,0.75,0.25,0.875
